-1.365	52.1411402885	72.1072775845
-1.35833333333	51.439888433	71.8006261696
-1.35166666667	51.9565945111	72.2542353304
-1.345	51.9034794205	73.3906667687
-1.33833333333	51.5480089093	72.2833365372
-1.33166666667	51.7993014572	72.8841939449
-1.325	51.7624739967	71.1940130823
-1.31833333333	52.0588248872	74.1174789641
-1.31166666667	50.9111509229	72.5444429649
-1.305	51.9803442874	75.0602688881
-1.29833333333	50.7909652258	72.1329571308
-1.29166666667	51.4042893787	75.2182423501
-1.285	52.2102515615	72.1758019486
-1.27833333333	52.1212493368	73.0563106539
