-1.365	30.0764315691	43.3788538639
-1.35833333333	27.6878172243	40.9719666068
-1.35166666667	25.5276244913	38.365176671
-1.345	22.3090649546	36.3360590572
-1.33833333333	21.1259720394	34.1107161914
-1.33166666667	19.1875869341	30.6299617038
-1.325	17.857998564	28.8969893109
-1.31833333333	15.7140430189	26.1583855569
-1.31166666667	13.3378334267	25.3259457908
-1.305	10.8417699923	21.6322481895
-1.29833333333	9.736883271	18.3627270288
-1.29166666667	8.71072082969	15.8941448347
-1.285	7.6254176536	13.6403909263
-1.27833333333	6.39621705933	11.1317615922
-1.27166666667	6.13456727731	8.47321329534
-1.265	5.97021621256	6.21555085087
-1.25833333333	6.65453386883	4.67517064594
-1.25166666667	7.20580765105	4.8050011756
-1.245	8.28287607926	6.42036858674
-1.23833333333	9.54952525153	8.98183491667
-1.23166666667	10.6423591198	12.2239690462
-1.225	12.0475816718	14.6426967502
-1.21833333333	14.3480630302	17.4493218166
-1.21166666667	16.2745759705	20.5841446705
-1.205	17.305766062	23.5294863111
-1.19833333333	19.2492402021	26.687712341
-1.19166666667	21.6386171137	30.0554581474
-1.185	24.8824942764	30.6864014983
-1.17833333333	27.9763322057	34.1220927264
-1.17166666667	29.6462179764	37.2866655089
-1.165	31.859888806	40.5107079145
