-1.51	43.9535026276	108.547040338
-1.4965	46.3267146513	97.7888906784
-1.483	41.5718270276	99.5722038023
-1.4695	37.9153035322	87.0430076279
-1.456	34.1047248818	82.2431962575
-1.4425	29.8951481721	79.0116908816
-1.429	25.5867021546	74.5865162324
-1.4155	22.2388395026	66.2750646751
-1.402	19.2322984872	63.7390197628
-1.3885	15.0430597002	58.2520499574
-1.375	12.2757620653	51.6689833027
-1.3615	8.91238877092	47.4354765829
-1.348	6.91219521975	41.8422444289
-1.3345	6.12737612024	36.2178011702
-1.321	6.60366156295	30.5041946319
-1.3075	8.35562841607	24.1883061845
-1.294	11.0006612273	17.4034388563
-1.2805	14.097074952	12.3880815962
-1.267	17.7973344672	7.16763776937
-1.2535	22.1952442039	4.36029504102
-1.24	25.8662513578	8.35503043398
-1.2265	29.9390044442	14.3465507412
-1.213	33.6786959027	20.9076347423
-1.1995	36.4346982813	26.8221001736
-1.186	40.4332560043	32.2565379936
-1.1725	42.4740795858	37.5306553872
-1.159	45.9546214207	43.6973539159
-1.1455	50.326835934	50.0223030059
-1.132	54.3681788886	57.0596176351
-1.1185	59.1808100227	63.1344034606
-1.105	64.7228553524	68.8880387976
