-0.295	124.550523274	153.43287273
-0.240454545455	94.6572035615	133.741946964
-0.185909090909	79.3903088422	113.766323338
-0.131363636364	66.5733105997	90.2085325166
-0.0768181818182	53.5780278646	74.7371994134
-0.0222727272727	38.4791323187	63.9178037637
0.0322727272727	29.6782727998	52.4596185965
0.0868181818182	29.2504201322	47.3188899602
0.141363636364	40.6575356501	47.8075635441
0.195909090909	53.2323008266	52.3165155987
0.250454545455	63.0757687207	60.5709765655
0.305	74.6333696188	70.6543838199
